Tag,Source Packages,Item,Category,Item Strain,Quantity,Batch Number,Lab Testing,<abbr title='Administrative Hold'>A.H.</abbr>,<abbr title='Packaged Date'>Date</abbr>,<abbr title='Received'>Rcv'd</abbr>
1A4060300004719000000501,1A406030000584D000003817,Kief Strainbow,Kief,Strainbow,0,200710-GG10,NotSubmitted,,,
1A4060300004719000001005,"1A4060300004719000000382, 1A4060300004719000001003",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000001001,1A4060300004719000000041,Bulk Oil CO2 Winterization,Extract (weight),,0,051019-WIN,NotSubmitted,,,
1A4060300004719000001002,1A4060300004719000000283,Bulk Oil CO2 1st Pass,Extract (weight),,0,191113-RCLM1,NotSubmitted,,,
1A4060300004719000000498,"1A4060300004719000000283, 1A4060300004719000000493, 1A4060300004719000000496",Bulk Oil CO2 Reclaim,Extract (weight),,0,200617-RCLM,NotSubmitted,,,
1A4060300004719000000493,"1A4060300004719000000489, 1A4060300004719000000491, 1A4060300004719000000492",Bulk Oil CO2 Reclaim,Extract (weight),,0,200617-RCLM,NotSubmitted,,,
1A406030000584D000003817,1A406030000200A000003427,Shake Trim - GG10,Leaf,GG10,0,,NotSubmitted,,,
1A4060300004719000000489,1A4060300004719000000465,Bulk Oil CO2 Raw,Extract (weight),,0,200107-SCLR-RAW,NotSubmitted,,,
1A4060300004719000000491,"1A4060300004719000000488, 1A4060300004719000000489",Bulk Oil CO2 Reclaim,Extract (weight),,0,200617-RCLM,NotSubmitted,,,
1A4060300004719000000488,"1A4060300004719000000371, 1A4060300004719000000484, 1A4060300004719000000486",Bulk Oil CO2 Reclaim,Extract (weight),,0,200617-RCLM,NotSubmitted,,,
1A4060300004719000000484,"1A4060300004719000000482, 1A4060300004719000000483",Bulk Oil CO2 Reclaim,Extract (weight),,0,200617-RCLM,NotSubmitted,,,
1A4060300004719000000485,1A4060300004719000000145,Bulk Oil CO2 2nd Pass,Extract (weight),,0,200618-SCLR,NotSubmitted,,,
1A4060300004719000000486,1A4060300004719000000482,Bulk Oil CO2 2nd Pass,Extract (weight),,0,191205-SCLR,NotSubmitted,,,
1A4060300004719000000487,"1A4060300004719000000306, 1A4060300004719000000486",Bulk Oil CO2 2nd Pass,Extract (weight),,0,200618-BLK-SCLR,NotSubmitted,,,
1A4060300004719000000482,1A4060300004719000000263,Bulk Oil CO2 1st Pass,Extract (weight),,0,191205-FCLR,NotSubmitted,,,
1A4060300004719000000478,1A406030000584D000003638,Bulk Oil CO2 Collection,Extract (weight),,0,200611-COLL,NotSubmitted,,,
1A4060300004719000000479,"1A4060300004719000000263, 1A4060300004719000000477",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000480,1A4060300004719000000478,Bulk Oil CO2 Winterization,Extract (weight),,0,200611-WIN,NotSubmitted,,,
1A4060300004719000000477,"1A4060300004719000000473, 1A4060300004719000000476",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000474,1A4060300004719000000053,Bulk Oil CO2 2nd Pass,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000473,"1A4060300004719000000471, 1A4060300004719000000472",Bulk Oil CO2 Reclaim,Extract (weight),,0,200713-RCLM,NotSubmitted,,,
1A4060300004719000000469,1A406030000584D000002780,Bulk Oil CO2 Collection,Extract (weight),,0,200604-COLL,NotSubmitted,,,
1A4060300004719000000470,1A4060300004719000000469,Bulk Oil CO2 Winterization,Extract (weight),,0,200604-WIN,NotSubmitted,,,
1A4060300004719000000471,"1A4060300004719000000467, 1A4060300004719000000468",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A406030000584D000003638,1A406030000584D000002245,Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A406030000584D000003639,"1A4060300009541000000679, 1A4060300009541000000680, 1A4060300009541000000681",Betty White Smalls,Flower,Betty White,0,,NotSubmitted,,,
1A406030000584D000003640,"1A4060300009541000000682, 1A4060300009541000000683",Black Garlic Smalls,Flower,Black Garlic,0,,NotSubmitted,,,
1A406030000584D000003642,1A4060300008B79000002647,Shake Blue Dream,Shake,,0,,TestPassed,,,
1A4060300004719000000466,"1A4060300004719000000459, 1A4060300004719000000462",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000467,"1A4060300004719000000464, 1A4060300004719000000466",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000468,1A4060300004719000000464,Bulk Oil CO2 Amber DV,Extract (weight),,0,200522-AMBDV,NotSubmitted,,,
1A4060300004719000000464,1A4060300004719000000456,Bulk Oil CO2 Raw,Extract (weight),,0,200522-RAW,NotSubmitted,,,
1A4060300004719000000465,1A4060300004719000000462,Bulk Oil CO2 Winterization,Extract (weight),,0,200107-SCLR,NotSubmitted,,,
1A4060300004719000000462,1A4060300004719000000458,Bulk Oil CO2 2nd Pass,Extract (weight),,0,200107-SCLR,NotSubmitted,,,
1A4060300004719000000463,1A4060300004719000000462,Bulk Oil CO2 Reclaim,Extract (weight),,12335,200317-RCLM,NotSubmitted,,,
1A4060300004719000000459,"1A4060300004719000000454, 1A4060300004719000000458",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000456,1A4060300004719000000455,Bulk Oil CO2 Winterization,Extract (weight),,0,200522-WIN,NotSubmitted,,,
1A4060300004719000000458,1A4060300004719000000452,Bulk Oil CO2 1st Pass,Extract (weight),,0,200107-FCLR,NotSubmitted,,,
1A4060300004719000000454,"1A4060300004719000000451, 1A4060300004719000000452",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000455,1A406030000584D000002364,Bulk Oil CO2 Collection,Extract (weight),,0,200522-COLL,NotSubmitted,,,
1A4060300004719000000452,1A4060300004719000000332,Bulk Oil CO2 Amber DV,Extract (weight),,0,200107-AMBDV,NotSubmitted,,,
1A4060300004719000000451,"1A4060300004719000000332, 1A4060300004719000000448",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000448,"1A4060300004719000000363, 1A4060300004719000000435, 1A4060300004719000000437, 1A4060300004719000000442, 1A4060300004719000000447",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000440,1A4060300004719000000420,Bulk Oil CO2 Raw,Extract (weight),,0,RP00546,NotSubmitted,,,
1A4060300004719000000442,"1A4060300004719000000435, 1A4060300004719000000436",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000446,"1A4060300004719000000363, 1A4060300004719000000437, 1A4060300004719000000442",Bulk Oil CO2 Reclaim,Extract (weight),,1225,200317-RCLM,NotSubmitted,,,
1A4060300004719000000438,1A4060300004719000000016,Bulk Oil CO2 Winterization,Extract (weight),,0,RP00566,Remediated,,,
1A4060300004719000000436,"1A4060300004719000000350, 1A4060300004719000000390, 1A4060300004719000000398, 1A4060300004719000000402, 1A4060300004719000000403, 1A4060300004719000000407, 1A4060300004719000000429, 1A4060300004719000000434",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000434,"1A4060300004719000000376, 1A4060300004719000000424",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000431,1A406030000584D000003403,Ground Granola Funk,Leaf,Granola Funk,0,,NotSubmitted,,,
1A4060300004719000000429,1A4060300004719000000380,Bulk Oil CO2 1st Pass,Extract (weight),,0,200218-FCLR,NotSubmitted,,,
1A406030000584D000003403,"1A406030000584D000002020, 1A406030000584D000003402",Shake Granola Funk,Leaf,Granola Funk,0,,NotSubmitted,,,
1A4060300004719000000423,1A4060300004719000000418,Bulk Cart Oil ACDC,Extract (weight),,0,200506-ACDC,NotSubmitted,,,
1A4060300004719000000424,"1A4060300004719000000380, 1A4060300004719000000414",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000422,1A4060300004719000000016,Bulk Oil CO2 Winterization,Extract (weight),,42905,RP00566,NotSubmitted,,,
1A4060300004719000000418,1A4060300004719000000383,Bulk Oil CO2 1st Pass CBD,Extract (weight),,0,060719-ACDC,NotSubmitted,,,
1A4060300004719000000420,1A4060300004719000000415,Bulk Oil CO2 Winterization,Extract (weight),,0,RP00546-WIN,NotSubmitted,,,
1A406030000584D000003389,1A406030000584D000002970,Shake Purple Punch,Shake,,0,,TestPassed,,,
1A4060300004719000000415,1A4060300004719000000412,Bulk Oil CO2 2nd Pass,Extract (weight),,0,RP00546,NotSubmitted,,,
1A4060300004719000000412,1A4060300004719000000396,Bulk Oil CO2 1st Pass,Extract (weight),,0,RP00546,NotSubmitted,,,
1A4060300004719000000414,"1A4060300004719000000395, 1A4060300004719000000413",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000411,"1A406030000584D000001945, 1A406030000584D000003112",Ground Sour Diesel,Leaf,Sour Diesel,0,200416SD,NotSubmitted,,,
1A406030000584D000003130,1A4060300009859000000406,Shake Blue Dream,Leaf,Blue Dream,0,,TestPassed,,,
1A406030000584D000003112,"1A4060300003122000000026, 1A4060300003122000000027, 1A4060300003122000000028, 1A4060300003122000000029, 1A4060300003122000000030, 1A4060300003122000000031, 1A4060300003122000000032",Shake Sour Diesel,Leaf,Sour Diesel,0,,NotSubmitted,,,
1A406030000584D000003128,1A4060300009859000000325,Shake Cherry Blossom,Leaf,Cherry Blossum Kush,0,,TestPassed,,,
1A4060300004719000000407,1A4060300004719000000212,Bulk Cart Oil Zkittlez,Extract (weight),,0,200401-ZKTL,NotSubmitted,,,
1A4060300004719000000400,1A4060300004719000000369,Bulk Oil CO2 Raw,Extract (weight),,0,RP00482-RAW,NotSubmitted,,,
1A4060300004719000000402,1A4060300004719000000389,Bulk Cart Oil Forbidden Fruit,Extract (weight),,0,200326-FRBDN,NotSubmitted,,,
1A4060300004719000000403,1A4060300004719000000389,Bulk Cart Oil Durban,Extract (weight),,0,200326-DRBN,NotSubmitted,,,
1A4060300004719000000398,1A4060300004719000000389,Bulk Cart Oil Super Lemon Haze,Extract (weight),,0,200325-SLH,NotSubmitted,,,
1A4060300004719000000399,1A4060300004719000000373,SP Cart 1/2g GSC,Extract (weight - each),,0,200305GSC,TestFailed,,,
1A4060300004719000000396,1A4060300004719000000386,Bulk Oil CO2 Raw,Extract (weight),,0,RP00546,NotSubmitted,,,
1A4060300004719000000390,1A4060300004719000000180,Bulk Cart Oil Strawnana,Extract (weight),,0,200319-STRW,NotSubmitted,,,
1A4060300004719000000395,"1A4060300004719000000152, 1A4060300004719000000256, 1A4060300004719000000282, 1A4060300004719000000387",Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A4060300004719000000387,1A4060300004719000000380,Bulk Oil CO2 Reclaim,Extract (weight),,0,200317-RCLM,NotSubmitted,,,
1A406030000584D000002862,1A4060300009859000000233,Shake TripleChocChip,Leaf,Triple Chocolate Chip,0,,TestPassed,,,
1A4060300004719000000383,1A4060300004719000000368,Bulk Oil CO2 Raw,Extract (weight),,0,060719-ACDC,NotSubmitted,,,
1A4060300004719000000384,"1A4060300004719000000374, 1A4060300004719000000377",Bulk Oil CO2 Raw,Extract (weight),,0,200316-RAW,NotSubmitted,,,
1A4060300004719000000386,1A4060300004719000000384,Bulk Oil CO2 Winterization,Extract (weight),,0,200316-T-WIN,NotSubmitted,,,
1A4060300004719000000380,1A4060300004719000000366,Bulk Oil CO2 Amber,Extract (weight),,0,200218-AMB,NotSubmitted,,,
1A4060300004719000000382,"1A4060300004719000000356, 1A4060300004719000000362",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000379,1A4060300004719000000362,Bulk Pain Balm,Topical (volume),,0,200311-BLM,NotSubmitted,,,
1A4060300004719000000378,"1A4060300004719000000366, 1A4060300004719000000375, 1A4060300004719000000376",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000377,1A4060300004719000000013,Bulk Oil CO2 Winterization,Extract (weight),,0,M190815T,Remediated,,,
1A4060300004719000000376,1A4060300004719000000340,Bulk Oil CO2 Amber,Extract (weight),,0,200205-AMB,NotSubmitted,,,
1A406030000584D000002780,1A406030000584D000002245,Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000373,1A4060300004719000000323,SP Cart 1/2g GSC,Extract (weight - each),,0,200305GSC,NotSubmitted,,,
1A4060300004719000000374,1A4060300004719000000012,Bulk Oil CO2 Winterization,Extract (weight),,0,M190820TM,Remediated,,,
1A4060300004719000000375,"1A4060300004719000000340, 1A4060300004719000000371, 1A4060300004719000000372",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000371,1A4060300004719000000309,Bulk Oil CO2 Amber,Extract (weight),,0,200110-AMB,NotSubmitted,,,
1A4060300004719000000372,"1A4060300004719000000363, 1A4060300004719000000367, 1A4060300004719000000370",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000369,1A406030000584D000000182,Bulk Oil CO2 Winterization,Extract (weight),,0,190807-WIN-TSCLR,NotSubmitted,,,
1A4060300004719000000370,1A4060300004719000000365,Bulk Oil CO2 Raw,Extract (weight),,0,190828-FRBDN,NotSubmitted,,,
1A4060300004719000000366,1A4060300004719000000355,Bulk Oil CO2 Raw,Extract (weight),,0,200218-RAW,NotSubmitted,,,
1A4060300004719000000367,"1A4060300004719000000361, 1A4060300004719000000366",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000368,1A4060300004719000000176,Bulk Oil CO2 Winterization,Extract (weight),,0,060719-ACDC,Remediated,,,
1A4060300004719000000365,1A4060300004719000000183,Bulk Oil CO2 Winterization,Extract (weight),,0,190828-FRBDN,Remediated,,,
1A4060300004719000000362,"1A4060300004719000000054, 1A4060300004719000000082",Bulk Oil CO2 2nd Pass CBD,Extract (weight),,0,200226-CBD,NotSubmitted,,,
1A4060300004719000000363,1A4060300004719000000325,Bulk Oil CO2 Amber DV,Extract (weight),,0,200123-AMB,NotSubmitted,,,
1A4060300004719000000364,1A4060300004719000000183,Bulk Oil CO2 Winterization,Extract (weight),,6445,190828-FRBDN,NotSubmitted,,,
1A4060300004719000000357,1A4060300004719000000343,Bulk Oil CO2 Raw,Extract (weight),,0,200214-RAW,NotSubmitted,,,
1A4060300004719000000361,"1A4060300004719000000325, 1A4060300004719000000352, 1A4060300004719000000357",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000352,"1A4060300004719000000348, 1A4060300004719000000350",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000355,1A4060300004719000000345,Bulk Oil CO2 Winterization,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000356,"1A4060300004719000000057, 1A4060300004719000000351",Bulk Oil CO2 Reclaim,Extract (weight),,0,190830-RCLM,NotSubmitted,,,
1A4060300004719000000350,1A4060300004719000000344,Bulk Oil CO2 Amber DV,Extract (weight),,0,200129-AMBDV,NotSubmitted,,,
1A4060300004719000000351,"1A4060300004719000000097, 1A4060300004719000000108",Bulk Oil CO2 Reclaim,Extract (weight),,0,190830-RCLM,NotSubmitted,,,
1A4060300004719000000348,"1A4060300004719000000341, 1A4060300004719000000344",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A406030000584D000002389,1A406030000584D000001940,Shake Fire OG,Leaf,Fire OG,0,,NotSubmitted,,,
1A4060300004719000000343,1A4060300004719000000342,Bulk Oil CO2 Winterization,Extract (weight),,0,200214-WIN,NotSubmitted,,,
1A4060300004719000000344,1A4060300004719000000330,Bulk Oil CO2 Amber DV,Extract (weight),,0,200129-AMBDV,NotSubmitted,,,
1A4060300004719000000345,1A406030000584D000002328,Bulk Oil CO2 Collection,Extract (weight),,0,200218-COLL,NotSubmitted,,,
1A406030000584D000002364,1A406030000584D000002245,Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000342,1A406030000584D000002265,Bulk Oil CO2 Collection,Extract (weight),,0,200214-COLL,NotSubmitted,,,
1A4060300004719000000341,"1A4060300004719000000330, 1A4060300004719000000337, 1A4060300004719000000340",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A406030000584D000002328,1A406030000584D000002245,Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000337,"1A4060300004719000000335, 1A4060300004719000000336",Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000340,1A4060300004719000000333,Bulk Oil CO2 Raw,Extract (weight),,0,200205-RAW,NotSubmitted,,,
1A406030000584D000002265,1A406030000584D000002245,Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000335,1A4060300004719000000334,Bulk Oil CO2 Reclaim,Extract (weight),,0,200211-RCLM,NotSubmitted,,,
1A4060300004719000000333,1A4060300004719000000329,Bulk Oil CO2 Winterization,Extract (weight),,0,200205-WIN,NotSubmitted,,,
1A4060300004719000000334,1A4060300004719000000327,Bulk Oil CO2 1st Pass,Extract (weight),,0,191210-FCLR,NotSubmitted,,,
1A4060300004719000000332,1A4060300004719000000331,Bulk Oil CO2 Raw,Extract (weight),,0,200107-RAW,NotSubmitted,,,
1A4060300004719000000330,1A4060300004719000000324,Bulk Oil CO2 Raw,Extract (weight),,0,200129-RAW,NotSubmitted,,,
1A4060300004719000000331,"1A4060300004719000000328, 1A4060300004719000000330",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A406030000584D000002206,1A4060300009859000000267,Shake Glue Berry,Leaf,Glue Berry,0,,SubmittedForTesting,,,
1A406030000584D000002211,1A406030000584D000001679,Shake Sour Diesel,Leaf,Sour Diesel,0,,TestPassed,,,
1A4060300004719000000328,"1A4060300004719000000326, 1A4060300004719000000327",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A4060300004719000000329,1A406030000584D000002155,Bulk Oil CO2 Collection,Extract (weight),,0,200205-COLL,NotSubmitted,,,
1A4060300004719000000327,1A4060300004719000000261,Bulk Oil CO2 Amber,Extract (weight),,0,191210-AMB,NotSubmitted,,,
1A4060300004719000000324,1A4060300004719000000320,Bulk Oil CO2 Winterization,Extract (weight),,0,200129-WIN,NotSubmitted,,,
1A4060300004719000000325,1A4060300004719000000319,Bulk Oil CO2 Raw,Extract (weight),,0,200123-RAW,NotSubmitted,,,
1A4060300004719000000326,"1A4060300004719000000322, 1A4060300004719000000325",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A4060300004719000000323,1A4060300004719000000045,Bulk Cart Oil GSC,Extract (weight),,0,200131-GSC,NotSubmitted,,,
1A4060300004719000000318,"1A4060300004719000000075, 1A4060300004719000000134, 1A4060300004719000000286, 1A4060300004719000000310, 1A4060300004719000000316",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A4060300004719000000319,1A4060300004719000000311,Bulk Oil CO2 Winterization,Extract (weight),,0,200123-WIN,NotSubmitted,,,
1A4060300004719000000320,1A406030000584D000002089,Bulk Oil CO2 Collection,Extract (weight),,0,200129-COLL,NotSubmitted,,,
1A4060300004719000000321,1A4060300004719000000312,Bulk Oil CO2 Raw,Extract (weight),,0,200122-RAW,NotSubmitted,,,
1A4060300004719000000322,"1A4060300004719000000261, 1A4060300004719000000318, 1A4060300004719000000321",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A406030000584D000002155,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000311,1A406030000584D000002054,Bulk Oil CO2 Collection,Extract (weight),,0,200123-COLL,NotSubmitted,,,
1A4060300004719000000312,1A4060300004719000000307,Bulk Oil CO2 Winterization,Extract (weight),,0,200122-WIN,NotSubmitted,,,
1A406030000584D000002089,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000307,1A406030000584D000002022,Bulk Oil CO2 Collection,Extract (weight),,0,200122-COLL,NotSubmitted,,,
1A4060300004719000000308,1A4060300004719000000299,Bulk Oil CO2 Winterization,Extract (weight),,0,200116-WIN,NotSubmitted,,,
1A4060300004719000000309,1A4060300004719000000296,Bulk Oil CO2 Raw,Extract (weight),,0,200110-RAW,NotSubmitted,,,
1A4060300004719000000310,"1A4060300004719000000253, 1A4060300004719000000279, 1A4060300004719000000302, 1A4060300004719000000306, 1A4060300004719000000309",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A406030000584D000002054,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000306,1A4060300004719000000298,Bulk Oil CO2 2nd Pass,Extract (weight),,0,191126-FCLR,NotSubmitted,,,
1A4060300004719000000302,"1A4060300004719000000294, 1A4060300004719000000301",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A4060300004719000000304,1A4060300004719000000172,Bulk MG Capsules 100mg THC,Capsule,,0,M200120COH,NotSubmitted,,,
1A4060300004719000000297,1A4060300004719000000287,MG Capsules 10pk 25mg THC,Capsule,,1021,M200116CTF10,NotSubmitted,,,
1A4060300004719000000298,1A4060300004719000000289,Bulk Oil CO2 1st Pass,Extract (weight),,0,191126-FCLR,NotSubmitted,,,
1A4060300004719000000299,1A406030000584D000001938,Bulk Oil CO2 Collection,Extract (weight),,0,200116-COLL,NotSubmitted,,,
1A406030000584D000002022,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000295,1A406030000584D000001885,Bulk Oil CO2 Collection,Extract (weight),,0,200110-COLL,NotSubmitted,,,
1A4060300004719000000296,1A4060300004719000000295,Bulk Oil CO2 Winterization,Extract (weight),,0,200110-WIN,NotSubmitted,,,
1A4060300004719000000290,"1A4060300004719000000285, 1A4060300004719000000289",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A4060300004719000000291,1A4060300004719000000170,Bulk MG Capsules 50mg THC,Capsule,,0,M200113CFT10,NotSubmitted,,,
1A4060300004719000000294,"1A4060300004719000000290, 1A4060300004719000000293",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-RCLM,NotSubmitted,,,
1A406030000584D000001938,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A406030000584D000001940,,Shake Fire OG,Leaf,Fire OG,0,,NotSubmitted,,,
1A406030000584D000001941,,Shake Blue Dream,Leaf,Blue Dream,0,,NotSubmitted,,,
1A406030000584D000001943,,Shake Peach Purée,Shake,Peach Purée,0,,NotSubmitted,,,
1A406030000584D000001945,,Shake Sour Diesel,Leaf,Sour Diesel,0,,NotSubmitted,,,
1A4060300004719000000288,1A4060300004719000000284,Bulk Oil CO2 Winterization,Extract (weight),,0,200107-WIN,NotSubmitted,,,
1A4060300004719000000289,1A4060300004719000000237,Bulk Oil CO2 Amber,Extract (weight),,0,191126-AMB,NotSubmitted,,,
1A4060300002CED000003491,1A4060300001A2D000000203,Crude-BG-THC-010920,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000287,1A4060300004719000000162,Bulk MG Capsules 25mg THC,Capsule,,0,M200109CTF10,NotSubmitted,,,
1A4060300004719000000284,1A406030000584D000001834,Bulk Oil CO2 Collection,Extract (weight),,0,200107-COLL,NotSubmitted,,,
1A4060300004719000000285,"1A4060300004719000000237, 1A4060300004719000000257, 1A4060300004719000000282, 1A4060300004719000000283",Bulk Oil CO2 Reclaim,Extract (weight),,0,200107-COLL,NotSubmitted,,,
1A406030000584D000001885,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000282,1A4060300004719000000273,Bulk Oil CO2 1st Pass,Extract (weight),,0,190313-FCLR,NotSubmitted,,,
1A4060300004719000000283,1A4060300004719000000275,Bulk Oil CO2 Raw,Extract (weight),,0,191113-RAW,NotSubmitted,,,
1A4060300004719000000280,1A406030000584D000001673,Bulk Oil CO2 Collection,Extract (weight),,0,200102-COLL,NotSubmitted,,,
1A4060300004719000000281,1A4060300004719000000280,Bulk Oil CO2 Winterization,Extract (weight),,0,200102-WIN,NotSubmitted,,,
1A406030000584D000001834,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000276,"1A4060300009541000000074, 1A4060300009541000000077, 1A4060300009541000000078",Sour Pineapple,Kief,Sour Pineapple,0,,NotSubmitted,,,
1A4060300004719000000277,1A4060300004719000000276,Ground Sour Pineapple,Leaf,Sour Pineapple,0,,NotSubmitted,,,
1A4060300004719000000279,1A4060300004719000000267,Bulk Oil CO2 1st Pass,Extract (weight),,0,190517-FCLR,NotSubmitted,,,
1A4060300004719000000273,1A4060300004719000000019,Bulk Oil CO2 Amber,Extract (weight),,0,1910313-AMB,NotSubmitted,,,
1A4060300004719000000274,1A4060300004719000000266,Bulk Oil CO2 Raw,Extract (weight),,0,191220-RAW,NotSubmitted,,,
1A4060300004719000000275,"1A4060300004719000000270, 1A4060300004719000000274",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000272,1A4060300004719000000264,Bulk Ground OG Cookies,Leaf,OG Cookies,0,,NotSubmitted,,,
1A406030000584D000001716,"1A406030000584D000000074, 1A406030000584D000001551",Shake Terra Luna,Leaf,Terra Luna,0,,NotSubmitted,,,
1A4060300004719000000270,"1A4060300004719000000019, 1A4060300004719000000262, 1A4060300004719000000267",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000267,1A4060300004719000000065,Bulk Oil CO2 Amber,Extract (weight),,0,190517-AMB,NotSubmitted,,,
1A4060300004719000000268,1A4060300004719000000260,Bulk Oil CO2 Raw,Extract (weight),,0,191217-RAW,NotSubmitted,,,
1A4060300004719000000264,"1A4060300009541000000075, 1A4060300009541000000076, 1A4060300009541000000079",OG Cookies,Leaf,OG Cookies,0,,NotSubmitted,,,
1A4060300004719000000265,1A406030000584D000001678,Bulk Oil CO2 Collection,Extract (weight),,0,191220-COLL,NotSubmitted,,,
1A4060300004719000000266,1A4060300004719000000265,Bulk Oil CO2 Winterization,Extract (weight),,0,191220-WIN,NotSubmitted,,,
1A406030000584D000001678,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000262,"1A4060300004719000000255, 1A4060300004719000000257, 1A4060300004719000000260",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000263,1A4060300004719000000249,Bulk Oil CO2 Amber,Extract (weight),,0,191205-AMB,NotSubmitted,,,
1A4060300004719000000260,1A4060300004719000000259,Bulk Oil CO2 Winterization,Extract (weight),,0,191217-WIN,NotSubmitted,,,
