Tag,Source Packages,Item,Category,Item Strain,Quantity,Batch Number,Lab Testing,<abbr title='Administrative Hold'>A.H.</abbr>,<abbr title='Packaged Date'>Date</abbr>,<abbr title='Received'>Rcv'd</abbr>
1A406030000584D000001673,1A406030000584D000000073,Bulk Trim Strainbow18,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000257,1A4060300004719000000219,Bulk Oil CO2 Amber,Extract (weight),,0,191113-AMB,NotSubmitted,,,
1A4060300004719000000259,"1A406030000584D000001602, 1A406030000584D000001631",Bulk Oil CO2 Collection,Extract (weight),,0,191217-COLL,NotSubmitted,,,
1A406030000584D000001631,1A406030000584D000000153,Bulk Shake For Extraction Strainbow,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000253,"1A4060300004719000000225, 1A4060300004719000000243",Bulk Oil CO2 2nd Pass,Extract (weight),,0,190509-SCLR,NotSubmitted,,,
1A4060300004719000000254,"1A4060300004719000000242, 1A4060300004719000000244, 1A4060300004719000000246, 1A4060300004719000000249",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000255,"1A4060300004719000000219, 1A4060300004719000000254",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000256,"1A4060300004719000000242, 1A4060300004719000000246",Bulk Oil CO2 1st Pass,Extract (weight),,0,191108-FCLR,NotSubmitted,,,
1A4060300004719000000247,1A406030000584D000001554,Bulk Oil CO2 Collection,Extract (weight),,0,191212-COLL,NotSubmitted,,,
1A4060300004719000000248,"1A4060300004719000000245, 1A4060300004719000000247",Bulk Oil CO2 Collection,Extract (weight),,0,191210-COLL,NotSubmitted,,,
1A4060300004719000000249,1A4060300004719000000241,Bulk Oil CO2 Raw,Extract (weight),,0,191205-RAW,NotSubmitted,,,
1A4060300004719000000252,1A4060300004719000000248,Bulk Oil CO2 Winterization,Extract (weight),,0,191210-WIN,NotSubmitted,,,
1A406030000584D000001602,1A406030000584D000000153,Bulk Shake For Extraction Strainbow,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000246,1A4060300004719000000221,Bulk Oil CO2 1st Pass,Extract (weight),,0,191108-FCLR,NotSubmitted,,,
1A4060300004719000000244,"1A4060300004719000000221, 1A4060300004719000000225, 1A4060300004719000000236, 1A4060300004719000000243",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000245,"1A406030000584D000001496, 1A406030000584D000001550",Bulk Oil CO2 Collection,Extract (weight),,0,191210-COLL,NotSubmitted,,,
1A406030000584D000001550,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A406030000584D000001554,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000242,"1A4060300004719000000224, 1A4060300004719000000229",Bulk Oil CO2 1st Pass,Extract (weight),,0,191108-FCLR,NotSubmitted,,,
1A4060300004719000000243,1A4060300004719000000232,Bulk Oil CO2 1st Pass,Extract (weight),,0,1905092-FCLR,NotSubmitted,,,
1A406030000584D000001517,1A406030000584D000001347,FD 3.5 Emerald OG T2,Flower,Emerald OG,0,,NotSubmitted,,,
1A406030000584D000001518,1A406030000584D000001359,MG 3.5g Bio Black Raspberry T2,Flower,Black Raspberry,0,,NotSubmitted,,,
1A406030000584D000001519,1A406030000584D000001416,FD 3.5g Black Raspberry T1,Flower,Black Raspberry,0,,NotSubmitted,,,
1A406030000584D000001520,1A406030000584D000001356,MG 3.5g Bio Plush Berry T2,Flower,Plush Berry,0,,NotSubmitted,,,
1A406030000584D000001521,1A406030000584D000001414,MG 3.5g Cookie Dawg T2,Flower,Cookie Dawg,0,,NotSubmitted,,,
1A406030000584D000001522,1A406030000584D000001365,MG 3.5g Bio Cherry Punch T1,Flower,Cherry Punch,0,,NotSubmitted,,,
1A4060300004719000000241,1A4060300004719000000235,Bulk Oil CO2 Winterization,Extract (weight),,0,191205-WIN,NotSubmitted,,,
1A4060300004719000000235,1A4060300009859000000218,Bulk Oil CO2 Collection,Extract (weight),,0,191205-COLL,NotSubmitted,,,
1A4060300004719000000236,"1A4060300004719000000228, 1A4060300004719000000234",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000237,1A4060300004719000000228,Bulk Oil CO2 Raw,Extract (weight),,0,191126-RAW,NotSubmitted,,,
1A406030000584D000001496,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000234,"1A4060300004719000000229, 1A4060300004719000000232, 1A4060300004719000000233",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000229,"1A4060300004719000000199, 1A4060300004719000000224",Bulk Oil CO2 Amber,Extract (weight),,0,1911082-AMB,NotSubmitted,,,
1A4060300004719000000230,"1A4060300004719000000221, 1A4060300004719000000227",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000232,1A4060300004719000000024,Bulk Oil CO2 Amber,Extract (weight),,0,1905092-AMB,NotSubmitted,,,
1A4060300004719000000233,"1A4060300004719000000224, 1A4060300004719000000229, 1A4060300004719000000230",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A406030000584D000001469,"1A406030000584D000000113, 1A406030000584D000000123, 1A406030000584D000000131, 1A406030000584D000000805, 1A406030000584D000001256",Shake Orange Tart,Leaf,Orange Tart,0,,NotSubmitted,,,
1A406030000584D000001470,"1A406030000584D000000109, 1A406030000584D000000114, 1A406030000584D000000745",Shake Blue Haze,Leaf,Blue Haze,0,,NotSubmitted,,,
1A4060300004719000000228,1A4060300004719000000226,Bulk Oil CO2 Winterization,Extract (weight),,0,191126-COLL,NotSubmitted,,,
1A4060300009859000000237,1A4060300009859000000141,Machine Trim Black Jack,Leaf,Black Jack,0,191016BLJ,NotSubmitted,,,
1A4060300004719000000227,"1A4060300004719000000024, 1A4060300004719000000199, 1A4060300004719000000220",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000224,1A4060300004719000000222,Bulk Oil CO2 Amber DV,Extract (weight),,0,1911081-AMB,NotSubmitted,,,
1A4060300004719000000225,1A4060300004719000000218,Bulk Oil CO2 1st Pass,Extract (weight),,0,190509-FCLR,NotSubmitted,,,
1A4060300004719000000226,1A406030000584D000001260,Bulk Oil CO2 Collection,Extract (weight),,0,191126-COLL,NotSubmitted,,,
1A4060300009541000000074,,PIneapple Trainwreck Smalls,Leaf,PIneapple Trainwreck,0,,NotSubmitted,,,
1A4060300009541000000075,,GSC SMALLS,Leaf,GSC,0,,NotSubmitted,,,
1A4060300009541000000076,,CAT GC SMALLS,Leaf,CAT GC,0,,NotSubmitted,,,
1A4060300009541000000077,,HSD SMALLS,Leaf,HSD,0,,NotSubmitted,,,
1A4060300009541000000078,,AF SMALLS,Leaf,AF,0,,NotSubmitted,,,
1A4060300009541000000079,,AF SMALLS,Leaf,AF,0,,NotSubmitted,,,
1A4060300009859000000218,1A4060300009859000000126,Machine Trim Blue Dream,Leaf,Blue Dream,0,191022BD,NotSubmitted,,,
1A4060300004719000000221,1A4060300004719000000216,Bulk Oil CO2 Amber,Extract (weight),,0,191108-AMB,NotSubmitted,,,
1A4060300004719000000222,"1A4060300004719000000199, 1A4060300004719000000221",Bulk Oil CO2 Amber,Extract (weight),,0,191108-AMB,NotSubmitted,,,
1A4060300004719000000219,1A4060300004719000000210,Bulk Oil CO2 Raw,Extract (weight),,0,191113-RAW,NotSubmitted,,,
1A4060300004719000000220,"1A4060300004719000000217, 1A4060300004719000000218, 1A4060300004719000000219",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A406030000584D000001260,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000218,1A4060300004719000000215,Bulk Oil CO2 Amber DV,Extract (weight),,0,190509-AMB,NotSubmitted,,,
1A4060300004719000000214,1A4060300004719000000199,Bulk Oil CO2 Raw,Extract (weight),,0,191108-RAW,NotSubmitted,,,
1A4060300004719000000215,1A4060300004719000000024,Bulk Oil CO2 Raw,Extract (weight),,0,190509-RCLM,NotSubmitted,,,
1A4060300004719000000216,"1A4060300004719000000199, 1A4060300004719000000214",Bulk Oil CO2 Raw,Extract (weight),,0,191108-RAW,NotSubmitted,,,
1A4060300004719000000217,"1A4060300004719000000024, 1A4060300004719000000199, 1A4060300004719000000213",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000211,1A4060300004719000000197,Bulk Oil CO2 1st Pass,Extract (weight),,0,191010-FCLR,NotSubmitted,,,
1A4060300004719000000212,"1A4060300004719000000203, 1A4060300004719000000211",Bulk Oil CO2 1st Pass,Extract (weight),,0,191015-BLK-FCLR,NotSubmitted,,,
1A4060300004719000000213,"1A4060300004719000000202, 1A4060300004719000000205, 1A4060300004719000000211",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000205,"1A4060300004719000000154, 1A4060300004719000000201",Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000206,1A406030000584D000000744,Bulk Oil CO2 Collection,Extract (weight),,0,191113-COLL,NotSubmitted,,,
1A4060300004719000000207,1A4060300009859000000150,Rosin Blue Dream,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000209,1A4060300004719000000195,Rosin Blue Dream,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000210,1A4060300004719000000206,Bulk Oil CO2 Winterization,Extract (weight),,0,191113-WIN,NotSubmitted,,,
1A4060300009859000000150,"1A4060300009859000000060, 1A4060300009859000000063",Kief Blue Dream,Kief,Blue Dream,0,191008BD,NotSubmitted,,,
1A4060300004719000000201,1A4060300004719000000200,Bulk Oil CO2 Reclaim,Extract (weight),,0,191112-RCLM,NotSubmitted,,,
1A4060300004719000000202,1A4060300004719000000193,Bulk Oil CO2 1st Pass,Extract (weight),,0,190802-FCLR,NotSubmitted,,,
1A4060300004719000000203,"1A4060300004719000000157, 1A4060300004719000000202",Bulk Oil CO2 1st Pass,Extract (weight),,0,191015-BLK-FCLR,NotSubmitted,,,
1A4060300004719000000199,"1A4060300004719000000002, 1A4060300004719000000003, 1A4060300004719000000004, 1A4060300004719000000005, 1A4060300004719000000006, 1A4060300004719000000007",Bulk Oil CO2 Raw,Extract (weight),,0,191108-RAW,NotSubmitted,,,
1A4060300004719000000195,1A4060300009859000000058,Bubble Hash Blue Dream,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000197,1A4060300004719000000158,Bulk Oil CO2 Amber,Extract (weight),,0,191010-AMB,NotSubmitted,,,
1A4060300004719000000198,"1A4060300004719000000192, 1A4060300004719000000193, 1A4060300004719000000197",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000192,"1A4060300004719000000060, 1A4060300004719000000158, 1A4060300004719000000191",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000193,1A4060300004719000000060,Bulk Oil CO2 Amber,Extract (weight),,0,190802-AMB,NotSubmitted,,,
1A4060300004719000000190,"1A4060300004719000000182, 1A4060300004719000000185",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000191,"1A4060300004719000000107, 1A4060300004719000000190",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000185,1A4060300004719000000177,Bulk Oil CO2 2nd Pass,Extract (weight),,0,190412-SCLR,NotSubmitted,,,
1A4060300009859000000058,1A4060300009859000000024,Machine Trim Blue Dream,Leaf,Blue Dream,0,191008BD,NotSubmitted,,,
1A4060300004719000000180,"1A4060300004719000000141, 1A4060300004719000000179",Bulk Oil CO2 1st Pass,Extract (weight),,0,190924-FCLR,NotSubmitted,,,
1A4060300004719000000181,1A4060300004719000000172,R&D Bulk Capsule Oil,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000182,"1A4060300004719000000178, 1A4060300004719000000179",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000183,1A4060300004719000000075,MG Cartridge 1/2g Forbidden Fruit,Extract (weight - each),,0,,TestFailed,,,
1A4060300004719000000177,1A4060300004719000000160,Bulk Oil CO2 1st Pass,Extract (weight),,0,190412-FCLR,NotSubmitted,,,
1A4060300004719000000178,"1A4060300004719000000175, 1A4060300004719000000177",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000179,1A4060300004719000000164,Bulk Oil CO2 1st Pass,Extract (weight),,0,1909272-FCLR,NotSubmitted,,,
1A4060300004719000000175,"1A4060300004719000000159, 1A4060300004719000000160, 1A4060300004719000000161",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000176,1A4060300004719000000107,MG Cartridge 1/2g ACDC,Extract (weight - each),,0,,TestFailed,,,
1A4060300004719000000172,1A4060300004719000000111,Bulk Capsule Oil 100mg THC,Extract (weight),,0,191024100-CAP,NotSubmitted,,,
1A4060300004719000000174,"1A4060300004719000000159, 1A4060300004719000000161, 1A4060300004719000000164",Bulk Oil CO2 Reclaim,Extract (weight),,14005,190829-RCLM,NotSubmitted,,,
1A4060300004719000000164,1A4060300004719000000147,Bulk Oil CO2 Amber DV,Extract (weight),,0,190927-AMBDV,NotSubmitted,,,
1A4060300004719000000170,1A4060300004719000000111,Bulk Capsule Oil 50mg THC,Extract (weight),,0,19102250-CAP,NotSubmitted,,,
1A4060300004719000000162,1A4060300004719000000111,Bulk Capsule Oil 25mg THC,Extract (weight),,0,191021-CAP,NotSubmitted,,,
1A4060300004719000000160,1A4060300004719000000022,Bulk Oil CO2 Amber DV,Extract (weight),,0,190412-FCLR,NotSubmitted,,,
1A4060300004719000000161,1A4060300004719000000044,Bulk Cart Oil Watermelon OG,Extract (weight),,0,191018-WTRM,NotSubmitted,,,
1A4060300004719000000158,1A4060300004719000000151,Bulk Oil CO2 Raw,Extract (weight),,0,191010-RAW,NotSubmitted,,,
1A4060300004719000000159,"1A4060300004719000000147, 1A4060300004719000000156, 1A4060300004719000000157, 1A4060300004719000000158",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000157,1A4060300004719000000149,Bulk Oil CO2 1st Pass,Extract (weight),,0,191015-BLK-FCLR,NotSubmitted,,,
1A4060300004719000000156,"1A4060300004719000000022, 1A4060300004719000000152, 1A4060300004719000000153",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A406030000584D000000744,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000154,1A4060300004719000000044,Bulk Cart Oil GSC,Extract (weight),,0,191011-GSC,NotSubmitted,,,
1A4060300004719000000149,1A4060300004719000000100,Bulk Oil CO2 Amber DV,Extract (weight),,0,190906-AMBDV,NotSubmitted,,,
1A4060300004719000000150,1A406030000584D000000555,Bulk Oil CO2 Collection,Extract (weight),,0,191010-COLL,NotSubmitted,,,
1A4060300004719000000151,1A4060300004719000000150,Bulk Oil CO2 Winterization,Extract (weight),,0,191010-WIN,NotSubmitted,,,
1A4060300004719000000152,1A4060300004719000000140,Bulk Oil CO2 1st Pass,Extract (weight),,0,190927-FCLR,NotSubmitted,,,
1A4060300004719000000153,"1A4060300004719000000148, 1A4060300004719000000149",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000147,1A4060300004719000000139,Bulk Oil CO2 Raw,Extract (weight),,0,190927-RAW,NotSubmitted,,,
1A4060300004719000000148,"1A4060300004719000000025, 1A4060300004719000000043, 1A4060300004719000000144",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000145,"1A4060300004719000000025, 1A4060300004719000000043",Bulk Oil CO2 2nd Pass,Extract (weight),,0,191007-BLK-SCLR,NotSubmitted,,,
1A4060300004719000000140,1A4060300004719000000137,Bulk Oil CO2 Amber,Extract (weight),,0,190927-AMB,NotSubmitted,,,
1A4060300004719000000141,1A4060300004719000000135,Bulk Oil CO2 1st Pass,Extract (weight),,0,190924-FCLR,NotSubmitted,,,
1A4060300004719000000144,"1A4060300004719000000100, 1A4060300004719000000136, 1A4060300004719000000140, 1A4060300004719000000141",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A406030000584D000000555,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A406030000584D000000596,"1A406030000584D000000099, 1A406030000584D000000213",Bulk Flower C Sour Bubble,Flower,Sour Bubble,0,,NotSubmitted,,,
1A4060300004719000000139,1A4060300004719000000138,Bulk Oil CO2 Winterization,Extract (weight),,0,190927-WIN,NotSubmitted,,,
1A4060300004719000000135,1A4060300004719000000125,Bulk Oil CO2 Amber DV,Extract (weight),,0,190924-AMBDV,NotSubmitted,,,
1A4060300004719000000136,"1A4060300004719000000133, 1A4060300004719000000134, 1A4060300004719000000135",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000137,"1A4060300004719000000100, 1A4060300004719000000134",Bulk Oil CO2 Raw,Extract (weight),,0,190927-AMB,NotSubmitted,,,
1A4060300004719000000138,1A406030000584D000000303,Bulk Oil CO2 Collection,Extract (weight),,0,190927-COLL,NotSubmitted,,,
1A4060300004719000000133,"1A4060300004719000000121, 1A4060300004719000000124",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000134,1A4060300004719000000130,Bulk Oil CO2 Raw,Extract (weight),,0,190801-RAW,NotSubmitted,,,
1A4060300004719000000130,1A4060300004719000000080,Bulk Oil CO2 Amber,Extract (weight),,0,190801-AMB,NotSubmitted,,,
1A4060300004719000000124,"1A4060300004719000000023, 1A4060300004719000000066, 1A4060300004719000000123",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000125,"1A4060300004719000000023, 1A4060300004719000000066",Bulk Oil CO2 Amber DV,Extract (weight),,0,190924-AMBDV,NotSubmitted,,,
1A4060300004719000000121,1A4060300004719000000052,Bulk Cart Oil Apple Jack,Extract (weight),,0,190731-SCLR-APP,NotSubmitted,,,
1A4060300004719000000123,"1A4060300004719000000080, 1A4060300004719000000105, 1A4060300004719000000115",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000115,"1A4060300004719000000112, 1A4060300004719000000113, 1A4060300004719000000114",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000116,1A4060300004719000000098,R&D Bulk Capsule Oil 10mg CBD 1:1,Extract (weight),,2.1,,NotSubmitted,,,
1A4060300004719000000117,1A4060300004719000000082,R&D Bulk Oil EHO 2nd Pass,Extract (weight),,2,,NotSubmitted,,,
1A4060300004719000000118,1A4060300004719000000108,R&D Bulk Oil EHO Amber CBD,Extract (weight),,3,,NotSubmitted,,,
1A4060300004719000000119,1A4060300004719000000111,R&D Bulk Oil EHO Amber DV,Extract (weight),,2,,NotSubmitted,,,
1A4060300004719000000108,"1A4060300004719000000056, 1A4060300004719000000082",Bulk Oil EHO Amber CBD,Extract (weight),,0,190716-CBD,NotSubmitted,,,
1A4060300004719000000112,"1A4060300004719000000040, 1A4060300004719000000082, 1A4060300004719000000106",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000104,1A4060300004719000000071,Bulk Oil CO2 Amber DV,Extract (weight),,0,190816-AMBDV,NotSubmitted,,,
1A4060300004719000000105,1A4060300004719000000073,Bulk Cart Oil Blue Dream,Extract (weight),,0,190828-BLDRM,NotSubmitted,,,
1A4060300004719000000106,"1A4060300004719000000073, 1A4060300004719000000103",Bulk Oil CO2 Reclaim,Extract (weight),,0,190830-RCLM,NotSubmitted,,,
1A4060300004719000000102,"1A4060300004719000000095, 1A4060300004719000000101",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000103,"1A4060300004719000000071, 1A4060300004719000000092, 1A4060300004719000000102",Bulk Oil CO2 Reclaim,Extract (weight),,0,190830-RCLM,NotSubmitted,,,
1A406030000584D000000303,1A406030000584D000000071,Bulk Trim StrainbowTL,Leaf,Strainbow,0,,NotSubmitted,,,
1A4060300004719000000099,1A4060300004719000000096,Bulk Oil EHO 2nd Pass CBD,Extract (weight),,0,060719-ACDC,NotSubmitted,,,
1A4060300004719000000100,1A4060300004719000000093,Bulk Oil CO2 Raw,Extract (weight),,0,190906-RAW,NotSubmitted,,,
1A4060300004719000000096,"1A4060300004719000000084, 1A4060300004719000000094",Bulk Oil CO2 1st Pass CBD,Extract (weight),,0,060719-FCLR,NotSubmitted,,,
1A4060300004719000000097,"1A4060300004719000000079, 1A4060300004719000000084, 1A4060300004719000000094",Bulk Oil CO2 Reclaim,Extract (weight),,0,190830-RCLM,NotSubmitted,,,
1A4060300004719000000095,"1A4060300004719000000032, 1A4060300004719000000088",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000092,1A4060300004719000000031,Bulk Oil CO2 Amber DV,Extract (weight),,0,190325-AMBDV,NotSubmitted,,,
1A4060300004719000000093,1A4060300004719000000091,Bulk Oil CO2 Winterization,Extract (weight),,0,190906-WIN,NotSubmitted,,,
1A4060300004719000000094,1A4060300004719000000078,Bulk Oil CO2 1st Pass,Extract (weight),,0,0607192-FCLR,NotSubmitted,,,
1A4060300004719000000090,1A4060300004719000000018,Bulk Oil CO2 Collection,Extract (weight),,0,190906-COLL,NotSubmitted,,,
1A4060300004719000000091,1A4060300004719000000090,Bulk Oil CO2 Collection,Extract (weight),,0,190906-COLL,NotSubmitted,,,
1A4060300004719000000087,1A4060300004719000000052,Bulk Oil Water Solubility R&D,Extract (weight),,0,,NotSubmitted,,,
1A4060300004719000000088,"1A4060300004719000000031, 1A4060300004719000000083",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000089,1A4060300004719000000052,Bulk Oil CO2 2nd Pass,Extract (weight),,0,190731-SCLR-T,NotSubmitted,,,
1A4060300004719000000110,1A4060300004719000000109,R&D Bulk Capsule Oil 25mg CBD 1:1,Extract (weight),,2,,NotSubmitted,,,
1A4060300004719000000084,1A4060300004719000000078,Bulk Oil CO2 1st Pass CBD,Extract (weight),,0,0607191-FCLR,NotSubmitted,,,
1A4060300004719000000085,1A4060300004719000000057,Bulk Capsule Oil 10mg CBD 1:1,Extract (weight),,3999.9,19090410-CAP,NotSubmitted,,,
1A4060300004719000000086,,Bulk Capsule Oil 25mg CBD 1:1,Extract (weight),,0,19090425-CAP,NotSubmitted,,,
1A406030000584D000000115,,Bulk Flower C Bubble Gum -Beginning Inventory,Flower,Bubble Gum,0,53589-BBG,NotSubmitted,,,
1A406030000584D000000116,,Bulk Flower C Caramel Apple -Beginning Inventory,Flower,Caramel Apple,0,AGS3-0013-3-4,NotSubmitted,,,
1A406030000584D000000122,,Bulk Flower C Dr. Who -Beginning Inventory,Flower,Dr. Who,0,53573-DW,NotSubmitted,,,
1A406030000584D000000124,,Bulk Flower C Gelato -Beginning Inventory,Flower,Gelato,0,AGS3-0006-3-4,NotSubmitted,,,
1A406030000584D000000128,,Bulk Flower C Jungle Spice -Beginning Inventory,Flower,Jungle Spice,0,53590-JS,NotSubmitted,,,
1A406030000584D000000182,,SP Cartridge 1/2g Trainwreck -Beginning Inventory,Extract (weight - each),,0,190807TSCLR,NotSubmitted,,,
1A4060300004719000000083,"1A4060300004719000000041, 1A4060300004719000000042, 1A4060300004719000000081",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000078,1A4060300004719000000036,Bulk Oil EHO Amber DV,Extract (weight),,0,060719-AMBDV,NotSubmitted,,,
1A4060300004719000000079,1A4060300004719000000078,Bulk Oil CO2 Reclaim,Extract (weight),,0,190830-RCLM,NotSubmitted,,,
1A4060300004719000000080,1A4060300004719000000074,Bulk Oil CO2 Raw,Extract (weight),,0,190801-RAW,NotSubmitted,,,
1A4060300004719000000081,"1A4060300004719000000076, 1A4060300004719000000077, 1A4060300004719000000080",Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000076,1A4060300004719000000073,Bulk Oil CO2 Reclaim,Extract (weight),,0,190829-RCLM,NotSubmitted,,,
1A4060300004719000000073,1A4060300004719000000067,Bulk Cart Oil Blue Dream,Extract (weight),,0,190828-BLDRM,NotSubmitted,,,
1A4060300004719000000074,"1A4060300004719000000059, 1A4060300004719000000062, 1A4060300004719000000072",Bulk Oil CO2 Reclaim,Extract (weight),,0,190801-RCLM,NotSubmitted,,,
1A4060300004719000000075,"1A4060300004719000000059, 1A4060300004719000000062",Bulk Cart Oil Forbidden Fruit,Extract (weight),,0,190828-FRBDN,NotSubmitted,,,
1A4060300004719000000071,1A4060300004719000000046,Bulk Oil CO2 Raw,Extract (weight),,0,190816-RAW,NotSubmitted,,,
1A4060300004719000000072,"1A4060300004719000000064, 1A4060300004719000000070, 1A4060300004719000000071",Bulk Oil CO2 Reclaim,Extract (weight),,0,190801-RCLM,NotSubmitted,,,
1A4060300004719000000056,,Bulk Oil EHO Amber CBD -Beginning Inventory,Extract (weight),,0,190716-CBD,NotSubmitted,,,
1A4060300004719000000057,,Bulk Oil EHO Amber CBD -Beginning Inventory,Extract (weight),,0,190624-CBD,NotSubmitted,,,
1A4060300004719000000059,,Bulk Oil CO2 2nd Pass -Beginning Inventory,Extract (weight),,0,190425-FCLR,NotSubmitted,,,
1A4060300004719000000060,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190802-A-RAW,NotSubmitted,,,
1A4060300004719000000061,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190718-RAW-RCLM,NotSubmitted,,,
1A4060300004719000000062,,Bulk Oil CO2 1st Pass -Beginning Inventory,Extract (weight),,0,1907121-A-FCLR,NotSubmitted,,,
1A4060300004719000000063,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190712-RAW-B,NotSubmitted,,,
1A4060300004719000000064,,Bulk Oil CO2 Amber DV -Beginning Inventory,Extract (weight),,0,190610-A-AMB,NotSubmitted,,,
1A4060300004719000000065,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190517-A-RAW,NotSubmitted,,,
1A4060300004719000000066,,Bulk Oil CO2 Amber -Beginning Inventory,Extract (weight),,0,190610-B-AMB,NotSubmitted,,,
1A4060300004719000000067,,Bulk Oil CO2 1st Pass -Beginning Inventory,Extract (weight),,0,190802-FCLR,NotSubmitted,,,
1A4060300004719000000069,,Bulk Serum -Beginning Inventory,Topical (volume),,0,,NotSubmitted,,,
1A4060300004719000000070,"1A4060300004719000000036, 1A4060300004719000000047",Bulk Oil CO2 Reclaim,Extract (weight),,0,190801-RCLM,NotSubmitted,,,
